name,host_id,room_type,price,minimum_nights,number_of_reviews
2/1 MARY POP APARTMENTS # 204 SLEEP 5,454736,Entire home/apt,100,7,5
SKY PRIVATE APARTMENT FOR 2  WITH POOL ACCESS!,29345759,Private room,690,1,124
Welcome to Sunrise!,29974230,Private room,50,2,66
Great 2/2 condo at the beach,29985109,Entire home/apt,80,14,1
2BD/2BA - Beautiful Beach Condo!,29960617,Entire home/apt,130,2,14
BEACH CLUB ON THE BEACH 5-STAR 1/1,2001930,Entire home/apt,345,10,0
Your own piece of Florida Paradise!,24445168,Entire home/apt,59,2,239
3/2 House with pool,30126911,Entire home/apt,129,3,55
Key West House Cabin SAME DAY BOOKINGS WELCOME,23016144,Entire home/apt,69,1,288
Fort Lauderdale Waterfront Villa,25716954,Entire home/apt,199,5,54
Stunning view  private beach on Galt Ocean Mile,17367300,Entire home/apt,220,10,14
Luxury Oceanfront 2B/2.5B Condo,18282693,Entire home/apt,174,21,0
4/4 Hollywood ❤️ House near Beach,29040778,Entire home/apt,200,28,4
The best of two Worlds,11068214,Entire home/apt,150,7,28
EXECUTIVE POOL HOME 4/4 GOLF COURSE,30428293,Entire home/apt,398,5,24
Tiny House near Downtown Fort Lauderdale,30438722,Entire home/apt,45,2,87
Private red room (shared bathroom) No Cleaning Fee,30497259,Private room,113,2,29
Bimini Breeze Apt.4 - pool- beach,8556229,Entire home/apt,55,3,76
Walk to the Beach Coral Reef Waterfront House,9743916,Entire home/apt,400,7,7
Oceanfront condo with amazing views,28941575,Entire home/apt,140,3,6
Cozy 15th floor Ocean Front,20474214,Entire home/apt,110,3,7
Tides Great condo on the beach,6439113,Entire home/apt,83,3,12
Family Suite Vacation Rental,20512179,Entire home/apt,99,3,12
Secluded 1BR near Wilton Manors.,11584600,Entire home/apt,89,3,45
Come Ba Ya South Florida,24199135,Private room,35,2,35
Amazing & Spacious 2BD Penthouse w/ Stunning View,31282960,Entire home/apt,120,29,16
Amazing Apartment by the Beach and Sea View! 12,29028383,Entire home/apt,185,3,18
UPSCALE APARTMENT  STEPS TO THE BEACH -HEATED POOL,31472848,Entire home/apt,138,3,33
Best location in downtown Hollywood,31555794,Private room,182,1,1
Best location in downtown Hollywood,31555794,Private room,182,1,2
Best location in downtown Hollywood,31555794,Private room,182,1,1
Best location in downtown Hollywood,31555794,Private room,207,2,0
GREAT CONDO ON THE BEACH!,15362033,Entire home/apt,99,4,7
INCREDIBLE CONDO WITH OCEAN VIEW,31595811,Entire home/apt,100,1,5
Ocean Manor  Beach  Balcony Kitchen  Studio Apt.,5324933,Entire home/apt,105,2,135
Tropical Paradise I,16931093,Entire home/apt,79,3,245
Cottage By The Beach 30-Day Minimum Lease,31969535,Entire home/apt,63,30,50
Wyndham/Worldmark Santa Barbara- Studio,30787515,Entire home/apt,126,2,8
Golden isles mansion,32142847,Entire home/apt,1998,3,55
Global Rent Apart Costa H 4 Pax Partial Ocean View,11509065,Entire home/apt,145,2,11
Maison Soleil / Sunny House,32114005,Entire home/apt,80,2,88
Sunny Twin Daybed 9min to Beach/Boca Rsrt,22267267,Private room,43,90,24
HomeAtSun: Ocean Line Beach Access. Near Malls,32410590,Entire home/apt,173,4,139
Beautiful Mid Century Modern Home,32287696,Entire home/apt,400,60,2
A Delray Beach feel in Deerfield Beach,29589820,Entire home/apt,106,2,22
A Miami feel in Deerfield Beach,29589820,Entire home/apt,108,2,43
A  Key West feel in Deerfield Beach,29589820,Entire home/apt,213,2,28
Departament 2/2  Seaview  Wifi  Parking,32600582,Entire home/apt,200,15,0
Comfy Sleep Sofa in living room for week stay,7508996,Shared room,39,1,36
PRIVATE TWO BEDROOM HOUSE WITH POOL ACCESS!,29345759,Entire home/apt,108,1,233
DEPTO FRENTE AL MAR ALEXANDER TOWER,33032674,Entire home/apt,180,29,2
❤️#1: Sunny & Quiet 1BR With Private Patio,4246703,Entire home/apt,62,1,309
HistoricDOWNTOWNHollywood-1 bdrm suite (sleep4-6),33150949,Private room,200,2,6
Private Pool Home  Gay Owners,5984799,Entire home/apt,160,4,12
Spacious Deluxe Family Suite,20512179,Entire home/apt,96,4,7
BEATIFUL APARTMENT ON THE BEACH!,15362033,Entire home/apt,99,4,24
Spacious 2B/2B with Ocean View,31595811,Entire home/apt,128,1,6
Outdoor Oasis  movie theater room!!,32037451,Entire home/apt,439,3,3
One Bedroom Apartment w/pool+ocean.,31595811,Entire home/apt,121,1,2
Gorgeous Hollywood 2BD Awesome Ocean View,31595811,Entire home/apt,121,1,8
Miami Hollywood Great One Bedroom Condo Ocean View,31595811,Entire home/apt,100,1,2
Premier two bedroom with bay view,31595811,Entire home/apt,128,1,12
Classic One Bedroom Apartment,31595811,Entire home/apt,87,1,3
Spectacular Condo  just renewed!!,12878437,Entire home/apt,160,6,13
 The Beach Pad  in Hollywood Beach Florida,33505761,Entire home/apt,175,3,44
Incredible Ocean View!!!,12878437,Entire home/apt,180,3,21
Sian  1 Bedroom  1 Bath  Toilet,12878437,Entire home/apt,99,6,2
2BR 2 Bath Tropical Getaway,10928483,Entire home/apt,135,3,102
UPSCALE APARTMENT 1/2 BLK TO THE BEACH -SALT POOL,31472848,Entire home/apt,95,3,9
A cozy and quiet place just for you!,33740352,Private room,70,3,4
LOCATION  LOCATION  LOCATION,33769556,Entire home/apt,775,3,7
Luxury Condo on the Beach with Amazing Ocean Views,7554309,Entire home/apt,165,4,45
GREAT OCEAN VIEW APARTMENT!,15362033,Entire home/apt,160,4,14
Beach/PMP Airport 9m to twin Daybed,22267267,Private room,43,90,22
BeachWalk Resort 1 bedroom 1 bath high floor,14014172,Entire home/apt,150,1,40
Spacious room  clean  big closet,28313887,Private room,38,1,199
Fort Lauderdale Yacht and Beach Club,34314465,Entire home/apt,166,2,75
 Super Paradise  Pool  Tiki-Hut and Waterview!,34345742,Entire home/apt,229,4,4
Beach House  Pompano Beach  Fl,34363035,Entire home/apt,135,3,8
Stylish 2 Bedroom Ocean view in Ft. Lauderdale,34378500,Entire home/apt,115,60,2
2 BEDROOM CONDO ON THE BEACH,15362033,Entire home/apt,150,4,9
Wyndham Royal Vista -2 bdrm,30787515,Entire home/apt,170,2,1
NEW BEACHWALK unit Ocean view,31610674,Private room,200,4,0
Wyndham Royal Vista- 1 bdrm beach,30787515,Entire home/apt,133,2,2
Very clean studio  beach: 0.2 mile  F.Lauderdale,28939001,Entire home/apt,110,3,90
Viva la Hollywood beach,34927146,Private room,50,1,0
BEST ROOM FOR 2  POOL HOUSE CLOSE TO AIR/SEA PORT!,29345759,Private room,55,1,331
Palm-Aire Resort 1 or 2 Bedrooms,638059,Entire home/apt,152,3,18
Quiet Tropical House,35146998,Entire home/apt,115,14,19
Beautiful Beachwalk Apartment,7006239,Entire home/apt,200,4,0
#1603 - Awesome Beach Front Condo 16th Floor,35291363,Entire home/apt,129,5,6
2080 Oceanfront condo Resort Hollywood Fl,25128918,Entire home/apt,180,30,0
Fantastic Location in WIlton Manors,35504021,Private room,75,1,18
Heart of Wilton Manors,35504021,Private room,75,1,27
Luxury Waterfront Villa with Heated Saltwater Pool,368722,Entire home/apt,246,13,42
Private Room and Bathroom in Heart of S. Florida,20240198,Private room,54,1,173
Guest Studio 3401,34543074,Entire home/apt,60,7,89
Walk to Beach,118556,Private room,80,3,4
PRIVATE BED/BATH FOR 2--POOL HOUSE!,29345759,Private room,5300,1,331
BEST ROOM FOR 2/3 IN POOL HOUSE BY AIR/CRUISE PORT,29345759,Private room,540,1,272
On the ocean  close to everything,24804528,Entire home/apt,225,30,0
Villa Espagna Fort Lauderdale Beach,17641570,Entire home/apt,116,3,131
1bed1bath apt K-size bed &kitchen. Unit 2410A,36211481,Entire home/apt,94,3,25
ExecutiveSuite/Hotel/Standard Room. Unit 2410B,36211481,Entire home/apt,61,2,45
2bed/2bath Apartment. 24th floor,36211481,Entire home/apt,190,2,39
LUXURIOUS APARTMENT WITH INCREDIBLE WATER VIEWS,36293819,Entire home/apt,296,3,13
House located in Hollywood,36208003,Entire home/apt,96,3,76
Luxurious pool home close to beach!,31163305,Entire home/apt,250,30,6
Short Walk to Ft Lauderdale Beach,25815098,Entire home/apt,251,3,27
OCEANFRONT 3/3 PENTHOUSE ON THE BEACH,2001930,Entire home/apt,289,5,11
Clean Downtown Hollywood Apartment.,36649178,Entire home/apt,98,2,64
CONDO  1 MILE TO BEACH POOL PARKING & WIFI,899093,Entire home/apt,65,14,21
Hollywood Beach/Boardwalk/Slice of Heaven Cottage,36807339,Entire home/apt,134,2,121
Private studio.No cleaning fee.6min Port & Airport,30497259,Entire home/apt,116,2,142
Private blue room (shared bathroom) The Blue House,30497259,Private room,113,2,23
Cozy studio in Hollywood Beach,36906457,Entire home/apt,86,30,0
Amazing Unit in the Beach !!,4646341,Entire home/apt,135,1,4
2/1.5 Miami! Tides on Hollywood 8th ocean view!,8988085,Entire home/apt,147,3,17
Studio steps away from the ocean!,21577390,Entire home/apt,105,5,14
Private Beach/large pool/studio,36746072,Private room,71,1,253
Villa Marlin Bay F. Lauderdale New Nice Waterfront,36953394,Entire home/apt,380,5,35
Pompano Bch-minutes from the beach,37337531,Private room,43,4,50
BEACHWALK RESORT 2/2 OCEAN VIEW & BEACH SERVICE,2001930,Entire home/apt,159,7,4
Wyndham Palm Aire Resort and Spa,36119859,Entire home/apt,450,7,2
Master Suite w/Private Bathroom in Waterfront Home,20240198,Private room,54,1,41
Sunny Zen Room with Double Ocean Views,26931782,Private room,45,30,4
Modern Lake House,37904124,Entire home/apt,294,3,138
The Warehouse Loft,35968244,Entire home/apt,100,2,0
Dream vacation House/Private pool,35652857,Entire home/apt,379,4,60
Tropical Waterfront Oasis with Private Park View,38149162,Entire home/apt,269,5,78
809 South Ocean Drive - Unit A HOLLYWOOD BEACH,38256859,Entire home/apt,99,6,59
Birch Beach Retreat/Beach/Nature Preserve/Pool/BBQ,33869863,Entire home/apt,999,3,50
Centrally Located Guesthouse w/ Pool,33869863,Entire home/apt,102,7,14
Comfortable & Spacious 3BR/2BA,3851540,Entire home/apt,139,3,89
South Florida's finest Apts 2/2,38464088,Private room,100,1,0
Spacious Condo Room to Share,14888093,Private room,150,1,0
Paradise in Hollywood Florida,29518052,Private room,75,2,247
J) Great unit Private court like Miami South B.,38774294,Private room,56,1,71
LARGE 2/2 CONDO IN HOLLYWOOD BEACH,2001930,Entire home/apt,249,20,0
Niko's Beach Home,8158649,Entire home/apt,122,20,23
My place is a Home away from Home.,39041457,Private room,170,2,8
B) BRAND NEW FULLY EQUIPPED STUDIO HOLLYWOOD BEACH,38774294,Entire home/apt,68,1,15
Private Bdrm & Bath For Two Guests,3246027,Private room,51,2,372
H) FLL AIRPORT CRUISE PORT PRIVATE UNIT QUEEN BED,38774294,Private room,52,1,12
M) Private  full shower CLOSE MIAMI / HOLLYWOOD FL,38774294,Private room,56,1,35
Perfect situated at Pompano beach!,39158665,Entire home/apt,105,6,19
K) HOTEL PRIVATE UNIT CLOSE MIAMI S. BEACH FLL,38774294,Private room,52,1,112
L) MIAMI BEACH SOUTH BEACH STYLE UNIT SUPER CLEAN,38774294,Private room,52,1,20
E) UNIQUE QUEEN LOOK UNIT #7 FULLY RENOVATED,38774294,Private room,66,1,105
G) HOLLYWOOD BEACH MIAMI  STYLE  HOTEL TYPE 5 star,38774294,Private room,52,1,15
Condo sobre el mar en Hollywood  - 1 Dormitorio,22656773,Entire home/apt,113,3,5
I) CLOSE TO MIAMI  SOUTH BEACH HOLLYWOOD STYLE,38774294,Private room,52,1,72
Hollywood Beach Getaway,37085054,Entire home/apt,465,3,8
Charming Private Room w/Canal Views in S. Florida,20240198,Private room,54,1,386
Exquisite Lush Victoria Park Apart.,20065593,Entire home/apt,72,30,7
Beach  Yachting  Convention Center,5964617,Entire home/apt,52,2,198
Adorable Cottage in Hollywood,39646463,Entire home/apt,50,2,233
PLANTATION PARADISE..SLEEPS 16.. 5 bedroom 3 bath,37038660,Entire home/apt,362,2,107
private condo with golf/ water view,40231235,Entire home/apt,99,3,5
Private Room in Waterfront Home,40304535,Private room,200,2,52
Miami Hollywood One Bedroom + Ocean View,31595811,Entire home/apt,100,1,1
Hollywood Condo with Ocean view,31595811,Entire home/apt,100,1,4
Excellent Direct Ocean View,3463815,Entire home/apt,165,3,1
Wyndham or Worldmark Santa Barbara-2 bdrm,30787515,Entire home/apt,178,2,2
Centrally Located Fort Lauderdale Home,24917148,Private room,500,1,0
Hollywood Condo + Incredible View,31595811,Entire home/apt,100,1,2
Hollywood Condo for 4 People,31595811,Entire home/apt,121,1,2
Hollywood Condo with great Bay View,31595811,Entire home/apt,87,1,1
Hollywood Condo 2BD w/Ocean View,31595811,Entire home/apt,121,1,16
Excellent Hollywood 2BD Condo,31595811,Entire home/apt,121,1,27
Great Hollywood 2BD Condo,31595811,Entire home/apt,121,1,27
Miami Hollywood High Rise Condo,31595811,Entire home/apt,120,1,8
2 bed/1 bath house_No cleaning fee_6min to AirPort,30497259,Private room,239,2,9
Beach Life Hollywood (Wynwood Seas),40970353,Entire home/apt,99,3,1
Penthouse Ocean View,40979720,Entire home/apt,271,1,9
Large Artful Master Bedroom w/ Bath- Hot Breakfast,41093189,Private room,53,30,43
Special offer!,41143029,Entire home/apt,290,180,4
Private room and bathroom,41082775,Private room,67,1,0
Magnifique condo près de l'eau,41193101,Entire home/apt,95,7,7
Room with private bathroom,10392690,Private room,60,3,10
Mark Prince Apt 1 Monthly Rental,41740769,Entire home/apt,60,30,14
2BR Amazing Water Front Condo with Kitchen,1833853,Entire home/apt,199,3,36
2-Bedroom Apartment steps away from Beach,16137389,Entire home/apt,129,3,29
COVID-19 SANITIZED-Quiet Oasis-Private Studio/Pool,21590032,Entire home/apt,110,4,174
1-Bedroom Apartment steps away from Beach,16137389,Entire home/apt,99,3,15
Beautiful condo on the water,41193101,Entire home/apt,95,7,6
UNIQUE PENTHOUSE CONDO WITH PRIVATE TERRACE,42431030,Entire home/apt,364,1,94
Single Family bungalow with Private Pool!,17333190,Entire home/apt,152,2,74
Mark Prince Apt 2  Monthly Rental,41740769,Entire home/apt,53,30,7
HERMOSO APARTAMENTO DE PLAYA!,15362033,Entire home/apt,150,4,7
Magnificent ocean view,42855939,Entire home/apt,109,30,3
nice room with bath,42844970,Private room,51,3,83
Ft Lauderdale/Walk to the beach /,33870641,Entire home/apt,511,4,14
2 Bed / 2 Bath Penthouse Condo - Fort Lauderdale,43045646,Entire home/apt,27,5,12
Private RM in Waterfront Home,40304535,Private room,180,2,37
Close to the beach/private bathroom,43103479,Private room,35,30,27
Townhouse accommodations.   We also speak Spanish,29864373,Private room,55,1,45
Townhouse with private bdrm/kingbed,29864373,Private room,55,1,27
A piece of Jamaica in Ft Lauderdale,43677268,Private room,32,3,68
Bella Acqua,43730536,Entire home/apt,332,7,0
super clean private garden guest house near beach,32502523,Entire home/apt,139,2,27
1BR/1BA  King Bed  private entrance,25705253,Entire home/apt,89,3,122
AMAZING 2 BEDROOM UNIT RIGHT ACROSS THE BEACH!,39375078,Entire home/apt,244,1,29
Penthouse at the Ocean Manor Hotel,44018370,Private room,463,2,29
2 Bedroom Oceanfront Tides,25080373,Entire home/apt,119,3,114
Renovated Private Room With Private Bath,44119005,Private room,35,1,26
Piso 15G - Amazing Sea View 2-bedrooms Apartment,8790381,Entire home/apt,171,3,22
Piso 11D- Delicate and Cozy Apartment on the Beach,8790381,Entire home/apt,115,4,16
Master in Fort lauderdale (Golf Court view),5514632,Private room,39,5,11
Beautiful! 1min walk to the beach!,19850515,Entire home/apt,90,2,216
1 BR Studio Near Hard Rock/Shopping,44221216,Entire home/apt,55,2,231
Beautiful Oceanfront Hotel room!!!,44018370,Private room,138,1,52
OASIS @ Ft Lauderdale (Double Beds),43304588,Private room,79,1,12
Cozy Apt with lake view,11068214,Entire home/apt,120,30,1
Great Beachfront Suite (b/w Miami & Ft Lauderdale),44392538,Entire home/apt,92,10,27
Great 3 Bedrooms / 3 Baths Pool Home by the Beach,38718311,Entire home/apt,134,2,115
BEACHWALK RESORT PENTHOUSE OCEAN VIEW 2 BEDROOM,2001930,Entire home/apt,175,7,2
BEACH RESORT FORT LAUDERDALE 1008,44516129,Entire home/apt,129,5,48
5-stars/Wilton Manors/Outdoor Shower/Hot Tub/Pool,38557939,Entire home/apt,139,2,22
Casa 25- Wilton Manors,8760922,Entire home/apt,300,3,46
1 BR Apart. Close Hollywood beaches-Aventura Mall,40509995,Entire home/apt,65,3,156
Cozy Studio close to Hard Rock hotel and beaches.,44881861,Entire home/apt,56,2,238
1/ 1.5 Ocean Front Beautiful Modern apartment !,44882835,Entire home/apt,150,90,0
Adorable Beach House with Private Pool Oasis,44960504,Entire home/apt,285,2,25
WALK TO BEACH~ 2 BEDROOM HOUSE & POOL,44960504,Entire home/apt,296,3,16
Bimini Breeze Apt.2 - pool- beach,8556229,Entire home/apt,54,3,69
THE TIDES OCEANFRONT 2/2 ON 12TH FL,2001930,Entire home/apt,249,10,1
Amazing Beachfront Hollywood Beach,45136953,Entire home/apt,95,90,0
Hollywood Beach Broadwalk Retreat,34607189,Entire home/apt,139,5,14
2 STUDIOS FOR RENT FREE PARKING HBO WIFI INTERNET,45200347,Entire home/apt,112,5,14
Spacious Beach Front 2/2 with Ocean Views,45239759,Entire home/apt,189,10,0
Studio on Hollywood Beach Inside Vintage Hotel,10704712,Entire home/apt,58,3,90
Comfortable room close to Aventura  no car needed,28313887,Private room,35,1,202
Remodeled ocean front Apartment. $200 - $360 A/S.,45723408,Entire home/apt,200,6,91
AMPLIO APARTAMENTO SOBRE LA PLAYA,15362033,Entire home/apt,150,4,14
Beach Villa Cottage- Steps to Beach,45847104,Entire home/apt,113,3,44
Location  location location!!,26211999,Entire home/apt,95,90,0
Luxury Apartment at Beachwalk Resort #2701,29934331,Entire home/apt,300,3,171
2080 LUXURY 2/2 OCEANFRONT ON 15FL,2001930,Entire home/apt,299,20,0
Spectacular Beach Condo!!!,45939852,Entire home/apt,103,7,119
COZY 1bedroom CONDO POOL PARKING WIFI NEAR BEACH,899093,Entire home/apt,58,5,43
Beautiful Pool Home in Heart of FLL,14501987,Entire home/apt,225,4,81
Beautiful Beachfront Apartment!,26739682,Entire home/apt,135,3,3
Brand New *Coral Modern Villa*!Heated Pool!Beach!,46085009,Entire home/apt,186,3,74
East of US1❤️1 King+2 Double Beds❤️Near Beach,46114409,Entire home/apt,196,4,21
Great Deal!-Beachfront Dream Condo(MTHLY SPCLS),46141322,Entire home/apt,120,3,53
"PRIVATE NONSMOKING ROOM
 MIAMI  MIRAMAR AREA  FL",46203370,Private room,66,1,61
Fort Laud Penthouse semi-panoramic,46559517,Entire home/apt,185,3,5
Downtown Hollywood Apartment,14684610,Entire home/apt,94,3,114
Wyndham/ Worldmark Sea Gardens-2  bdrm sleep 6,30787515,Entire home/apt,176,2,7
HOLLYWOOD BEACH STUDIO,45200347,Entire home/apt,90,4,4
NW Broward,46793801,Private room,100,2,0
Studio- Disinfected!,46849626,Entire home/apt,58,1,292
Paradise soft and quite # I  (Woman Only),46860327,Private room,31,7,21
Direct Beachfront Deerfield Beach,46912614,Entire home/apt,140,7,1
VILA LION 1 . . DREAMERS PARADISE. 3 BEDROOMS HOME,37038660,Entire home/apt,450,2,38
VILA LION 2 .. DREAMERS OASIS 4/2,37038660,Entire home/apt,401,2,63
Villa Bliss vacation pool home,9743916,Entire home/apt,789,4,5
2BR/2BA A1A Location Enjoy the Beach,5341075,Entire home/apt,75,30,0
